"","WORD","LEMMA","XPOS"
"2654","undercut","undercut","VBD"
"2655","undercut","undercut","VBN"
"2656","underestimated","underestimate","VBD"
"2657","underestimated","underestimate","VBN"
"2658","underfunded","underfund","VBN"
"2659","underlined","underline","VBD"
"2660","undermined","undermine","VBD"
"2661","undermined","undermine","VBN"
"2662","underpinned","underpin","VBN"
"2663","underscored","underscore","VBD"
"2664","underscored","underscore","VBN"
"2665","understated","understate","VBD"
"2666","understated","understate","VBN"
"2667","understood","understand","VBD"
"2668","understood","understand","VBN"
"2669","undertaken","undertake","VBN"
"2670","undertook","undertake","VBD"
"2671","undervalued","undervalue","VBD"
"2672","undervalued","undervalue","VBN"
"2673","underwritten","underwrite","VBN"
"2674","undone","undo","VBN"
"2675","unfazed","unfaze","VBN"
"2676","unhinged","unhinge","VBN"
"2677","unified","unify","VBN"
"2678","united","unite","VBN"
"2679","unleashed","unleash","VBD"
"2680","unleashed","unleash","VBN"
"2681","unloaded","unload","VBN"
"2682","unnerved","unnerve","VBD"
"2683","unraveled","unravel","VBD"
"2684","unraveled","unravel","VBN"
"2685","unsettled","unsettle","VBD"
"2686","unsettled","unsettle","VBN"
"2687","unveiled","unveil","VBD"
"2688","unveiled","unveil","VBN"
"2689","updated","update","VBN"
"2690","upgraded","upgrade","VBD"
"2691","upgraded","upgrade","VBN"
"2692","upheld","uphold","VBD"
"2693","upheld","uphold","VBN"
"2694","upset","upset","VBN"
"2695","urged","urge","VBD"
"2696","urged","urge","VBN"
"2697","used","use","VBD"
"2698","used","use","VBN"
"2699","ushered","usher","VBD"
"2700","ushered","usher","VBN"
"2701","vacated","vacate","VBD"
"2702","vacated","vacate","VBN"
"2703","valued","value","VBD"
"2704","valued","value","VBN"
"2705","vanished","vanish","VBD"
"2706","vanished","vanish","VBN"
"2707","varied","vary","VBD"
"2708","varied","vary","VBN"
"2709","ventilated","ventilate","VBD"
"2710","ventilated","ventilate","VBN"
"2711","vested","vest","VBN"
"2712","vetoed","veto","VBD"
"2713","vetoed","veto","VBN"
"2714","victimized","victimize","VBN"
"2715","viewed","view","VBD"
"2716","viewed","view","VBN"
"2717","violated","violate","VBD"
"2718","violated","violate","VBN"
"2719","visited","visit","VBD"
"2720","visited","visit","VBN"
"2721","voiced","voice","VBD"
"2722","voiced","voice","VBN"
"2723","volunteered","volunteer","VBD"
"2724","volunteered","volunteer","VBN"
"2725","voted","vote","VBD"
"2726","voted","vote","VBN"
"2727","vowed","vow","VBD"
"2728","vowed","vow","VBN"
"2729","waffled","waffle","VBD"
"2730","waffled","waffle","VBN"
"2731","waited","wait","VBD"
"2732","waited","wait","VBN"
"2733","waived","waive","VBD"
"2734","waived","waive","VBN"
"2735","walked","walk","VBD"
"2736","waned","wane","VBD"
"2737","waned","wane","VBN"
"2738","wanted","want","VBD"
"2739","wanted","want","VBN"
"2740","warmed","warm","VBD"
"2741","warmed","warm","VBN"
"2742","warned","warn","VBD"
"2743","warned","warn","VBN"
"2744","was","be","VBD"
"2745","washed","wash","VBD"
"2746","washed","wash","VBN"
"2747","wasted","waste","VBD"
"2748","wasted","waste","VBN"
"2749","watched","watch","VBD"
"2750","watched","watch","VBN"
"2751","waved","wave","VBD"
"2752","weakened","weaken","VBD"
"2753","weakened","weaken","VBN"
"2754","wed","wed","VBN"
"2755","wedged","wedge","VBD"
"2756","wedged","wedge","VBN"
"2757","weighed","weigh","VBD"
"2758","weighed","weigh","VBN"
"2759","weighted","weight","VBN"
"2760","welcomed","welcome","VBD"
"2761","welcomed","welcome","VBN"
"2762","well-stated","well-state","VBN"
"2763","went","go","VBD"
"2764","were","be","VBD"
"2765","whacked","whack","VBD"
"2766","whacked","whack","VBN"
"2767","when-issued","when-issue","VBN"
"2768","whipsawed","whipsaw","VBN"
"2769","widened","widen","VBD"
"2770","widened","widen","VBN"
"2771","wiped","wipe","VBD"
"2772","wiped","wipe","VBN"
"2773","wished","wish","VBD"
"2774","wished","wish","VBN"
"2775","withdrawn","withdraw","VBN"
"2776","withdrew","withdraw","VBD"
"2777","withheld","withhold","VBD"
"2778","withheld","withhold","VBN"
"2779","withstood","withstand","VBD"
"2780","withstood","withstand","VBN"
"2781","woke","wake","VBD"
"2782","won","win","VBD"
"2783","won","win","VBN"
"2784","wondered","wonder","VBD"
"2785","worded","word","VBN"
"2786","wore","wear","VBD"
"2787","worked","work","VBD"
"2788","worked","work","VBN"
"2789","worn","wear","VBN"
"2790","worried","worry","VBD"
"2791","worried","worry","VBN"
"2792","worsened","worsen","VBD"
"2793","worsened","worsen","VBN"
"2794","wound","wind","VBD"
"2795","wound","wind","VBN"
"2796","wounded","wound","VBN"
"2797","wracked","wrack","VBD"
"2798","wracked","wrack","VBN"
"2799","wrapped","wrap","VBD"
"2800","wrapped","wrap","VBN"
"2801","wreaked","wreak","VBD"
"2802","wrecked","wreck","VBD"
"2803","written","write","VBN"
"2804","wrote","write","VBD"
"2805","yanked","yank","VBD"
"2806","yanked","yank","VBN"
"2807","yelled","yell","VBD"
"2808","yielded","yield","VBD"
"2809","yielded","yield","VBN"
