,WORD,LEMMA,XPOS,0
2653,undercut,undercut,VBD,2
2654,undercut,undercut,VBN,1
2655,underestimated,underestimate,VBD,3
2656,underestimated,underestimate,VBN,7
2657,underfunded,underfund,VBN,2
2658,underlined,underline,VBD,2
2659,undermined,undermine,VBD,1
2660,undermined,undermine,VBN,7
2661,underpinned,underpin,VBN,3
2662,underscored,underscore,VBD,5
2663,underscored,underscore,VBN,2
2664,understated,understate,VBD,1
2665,understated,understate,VBN,4
2666,understood,understand,VBD,8
2667,understood,understand,VBN,10
2668,undertaken,undertake,VBN,10
2669,undertook,undertake,VBD,2
2670,undervalued,undervalue,VBD,1
2671,undervalued,undervalue,VBN,8
2672,underwritten,underwrite,VBN,7
2673,undone,undo,VBN,2
2674,unfazed,unfaze,VBN,1
2675,unhinged,unhinge,VBN,2
2676,unified,unify,VBN,4
2677,united,unite,VBN,4
2678,unleashed,unleash,VBD,2
2679,unleashed,unleash,VBN,2
2680,unloaded,unload,VBN,2
2681,unnerved,unnerve,VBD,1
2682,unraveled,unravel,VBD,1
2683,unraveled,unravel,VBN,4
2684,unsettled,unsettle,VBD,1
2685,unsettled,unsettle,VBN,4
2686,unveiled,unveil,VBD,21
2687,unveiled,unveil,VBN,2
2688,updated,update,VBN,5
2689,upgraded,upgrade,VBD,2
2690,upgraded,upgrade,VBN,4
2691,upheld,uphold,VBD,10
2692,upheld,uphold,VBN,4
2693,upset,upset,VBN,9
2694,urged,urge,VBD,37
2695,urged,urge,VBN,9
2696,used,use,VBD,90
2697,used,use,VBN,325
2698,ushered,usher,VBD,3
2699,ushered,usher,VBN,1
2700,vacated,vacate,VBD,2
2701,vacated,vacate,VBN,6
2702,valued,value,VBD,7
2703,valued,value,VBN,84
2704,vanished,vanish,VBD,1
2705,vanished,vanish,VBN,2
2706,varied,vary,VBD,2
2707,varied,vary,VBN,2
2708,ventilated,ventilate,VBD,2
2709,ventilated,ventilate,VBN,1
2710,vested,vest,VBN,4
2711,vetoed,veto,VBD,5
2712,vetoed,veto,VBN,4
2713,victimized,victimize,VBN,3
2714,viewed,view,VBD,10
2715,viewed,view,VBN,30
2716,violated,violate,VBD,20
2717,violated,violate,VBN,4
2718,visited,visit,VBD,16
2719,visited,visit,VBN,6
2720,voiced,voice,VBD,2
2721,voiced,voice,VBN,4
2722,volunteered,volunteer,VBD,5
2723,volunteered,volunteer,VBN,1
2724,voted,vote,VBD,52
2725,voted,vote,VBN,8
2726,vowed,vow,VBD,17
2727,vowed,vow,VBN,2
2728,waffled,waffle,VBD,1
2729,waffled,waffle,VBN,1
2730,waited,wait,VBD,11
2731,waited,wait,VBN,4
2732,waived,waive,VBD,1
2733,waived,waive,VBN,4
2734,walked,walk,VBD,9
2735,waned,wane,VBD,2
2736,waned,wane,VBN,1
2737,wanted,want,VBD,110
2738,wanted,want,VBN,6
2739,warmed,warm,VBD,1
2740,warmed,warm,VBN,2
2741,warned,warn,VBD,40
2742,warned,warn,VBN,9
2743,was,be,VBD,4895
2744,washed,wash,VBD,1
2745,washed,wash,VBN,2
2746,wasted,waste,VBD,1
2747,wasted,waste,VBN,5
2748,watched,watch,VBD,13
2749,watched,watch,VBN,19
2750,waved,wave,VBD,5
2751,weakened,weaken,VBD,9
2752,weakened,weaken,VBN,11
2753,wed,wed,VBN,2
2754,wedged,wedge,VBD,1
2755,wedged,wedge,VBN,2
2756,weighed,weigh,VBD,7
2757,weighed,weigh,VBN,2
2758,weighted,weight,VBN,4
2759,welcomed,welcome,VBD,8
2760,welcomed,welcome,VBN,5
2761,well-stated,well-state,VBN,1
2762,went,go,VBD,167
2763,were,be,VBD,2412
2764,whacked,whack,VBD,1
2765,whacked,whack,VBN,1
2766,when-issued,when-issue,VBN,1
2767,whipsawed,whipsaw,VBN,3
2768,widened,widen,VBD,12
2769,widened,widen,VBN,8
2770,wiped,wipe,VBD,3
2771,wiped,wipe,VBN,5
2772,wished,wish,VBD,1
2773,wished,wish,VBN,1
2774,withdrawn,withdraw,VBN,15
2775,withdrew,withdraw,VBD,22
2776,withheld,withhold,VBD,3
2777,withheld,withhold,VBN,6
2778,withstood,withstand,VBD,2
2779,withstood,withstand,VBN,1
2780,woke,wake,VBD,4
2781,won,win,VBD,80
2782,won,win,VBN,27
2783,wondered,wonder,VBD,4
2784,worded,word,VBN,3
2785,wore,wear,VBD,8
2786,worked,work,VBD,60
2787,worked,work,VBN,33
2788,worn,wear,VBN,1
2789,worried,worry,VBD,5
2790,worried,worry,VBN,30
2791,worsened,worsen,VBD,1
2792,worsened,worsen,VBN,2
2793,wound,wind,VBD,4
2794,wound,wind,VBN,1
2795,wounded,wound,VBN,2
2796,wracked,wrack,VBD,1
2797,wracked,wrack,VBN,1
2798,wrapped,wrap,VBD,3
2799,wrapped,wrap,VBN,3
2800,wreaked,wreak,VBD,2
2801,wrecked,wreck,VBD,4
2802,written,write,VBN,49
2803,wrote,write,VBD,71
2804,yanked,yank,VBD,2
2805,yanked,yank,VBN,2
2806,yelled,yell,VBD,3
2807,yielded,yield,VBD,6
2808,yielded,yield,VBN,1
